OUTAGE_NO,TIME_STAMP,TIME_MOD,REGION_NO,DISTRICT_NO,SUBS_NO,FEEDER_NO,DEV_CAT,DEV_ID,ADDRESS,PRIMARY_RPT,NO_CALLS,CUST_AFF,CRIT_CUST,KVA_AFF,CUST_HRS,RPTD_DONE,RPTD_DATE,RPTD_COMT,DIAG_DONE,DIAG_DATE,DIAG_COMT,DISP_DONE,DISP_DATE,DISP_COMT,ARIV_DONE,ARIV_DATE,ARIV_COMT,CAUS_DONE,CAUS_DATE,CAUS_COMT,RPAR_DONE,RPAR_DATE,RPAR_COMT,REST_DONE,REST_DATE,REST_COMT,VERF_DONE,VERF_DATE,VERF_COMT,PHASES,AFRM_DONE,AFRM_DATE,AFRM_COMT,HAZARD,EST_REPAIR_TIME,HAZARD_LEVEL_CODE,NODE,WORK_ORDER_NO,OUTAGE_TYPE,EST_OVERRIDE,OUTAGE_CMNT,DEV_FPOS,MAX_CUST_AFF,CUR_CUST_AFF,TOTAL_CUST_AFF,CUST_AFF_CUMUL,CUST_AFF_CHG_DATE,PRINT_DATE,AVG_MIN_OUT,STAT_CALL,ATTN,NEEDS_UPDATE_PRIME_RPT,HAZARD_COUNT,DEV_NAME,COMMENT_CAT_NO,OUTAGE_OAR_CODE,X1,Y1,X2,Y2,LINE_ID,LINE_NAME,FROZEN_FLAG,PEND_DONE,PEND_DATE,METER_ROUTE,METER_CYCLE,OUTAGE_COMMENT,SUB_AREA,NEEDS_CUSTMIN_RECALC,SG_KEY,SY_STATUS,MOMENTARY_OUTAGE,WAS_ORPHANED,INCD_DONE,INCD_DATE,ARCH_DONE,ARCH_DATE,ABB_INT_ID,CURRENT_EST_REPAIR_TIME,OP_CENTER_ID,IN_SYSTEM,DEVCAT,JOB_NO,CIVIL_DISTR_NAME,MAX_KVA_AFF,OUTAGE_TYPE_KEY,CURRENT_FEEDER_NO,BPHASES,RELATED_EVENT,ITR_EXPIRED_TIME,ETR_EXPIRED_TIME,MASTER_OUTAGE_NO,CBOK_METHOD,SECONDARY,ACCNO,OPERATOR,ORDER_NUMBER,SPID,WAS_PLANNED,REQC_DONE,REQC_DATE,ALT_DEVICE_FPOS,ALT_DEVCAT,ALT_DEV_ID,RESTORATION_VERIFY,KEY_CALL_COMMENTS,OP_COMP,PRIORITY,KEY_CALL_NO,PERSONNEL_STANDING_BY,EST_REPAIR_EXPIRY,REST_CALLBACK_DONE,REST_CALLBACK_DATE,EXTERNAL_ID,ASSET_DATA_ERROR_FLAG,ACK_DONE,ACK_DATE,CUR_DEV_TIMESTAMP,FE_KEY,TEST_MODE,SERVICE_CODE,BUILD_TYPE,BLOCK_MOBILE_OUTBOUND,WORK_TAG_COUNT,SCADA_INITIATED,DERIVED_PRIORITY,PRIORITY_OVERRIDE,EST_RES_DATE
202801,5/19/2016 6:32,5/20/2016 11:11,,1004,2011,187860,DEVICE,FUSE_F631_P938_187488,177 MAIN ST  1ST WEST HAVEN,715023,,,0,0,,X,5/19/2016 6:18,,X,5/19/2016,,_,,,_,,,,,,,,,X,5/19/2016 7:33,,,,,A,X,5/19/2016,,,,,180635,,,,"Tman found blown C/O fuse at P938 due to squirrel contact at P187, re-fused, service restored.",25042,109,0,,7993.333,5/19/2016,,,,N,1,,F631_100K_Cutout Fuse_8716,0,0,946832,660870,946832,660870,,,,,,,,,1004,,108,0,N,,X,5/20/2016,_,,187488,,,,18,,West Haven,298,0,187860,A,,,,,,,,,6.00038E+11,0,,,,,,,X,,,,,_,X,1,5/19/2016,,0,X,5/19/2016,5/19/2016,,,,,0,,,7,0,
220100,2/8/2018 18:10,2/9/2018 10:30,,1002,2002,98267,CUSTOMER,XFR_F2661_P763_39526,JENNINGS RD 1012 FAIRFIELD,818706,,,0,0,,X,2/8/2018 18:24,,X,2/8/2018,,_,,,_,,,,,,,,,X,2/8/2018 19:21,,,,,A,_,,,,2/8/2018 19:45,,97768,,,,Crew bad conn. at house changed all conn full service restored. Started as Part Power,18939,1,0,,82.95,2/8/2018,,,2,N,1,,OH_P763_FAIR_,0,0,863531,621918,863531,621918,,,,,,,,,1002,,109,0,N,,X,2/9/2018,_,,98106,2/8/2018,,,92,,Fairfield,0,0,98267,A,,,,,,,5000321368,,6.00229E+11,,,,,,,,X,,,,818706,_,X,1,2/8/2018,,0,X,2/8/2018,2/8/2018,,,,,0,,,7,0,
205817,9/6/2016 10:12,9/8/2016 11:44,,1001,2024,37588,DEVICE,RCL_F1688_P7028_37252,1996 WHITNEY AVE 061 TL 61-249 HAMDEN,729677,,,0,0,,X,9/6/2016 10:12,,X,9/6/2016,,_,,,_,,,,,,,,,X,9/6/2016 10:39,,,,,ABC,X,9/6/2016,,,9/6/2016 11:15,,37071,,,X,opened reclosure to make  repair outage # 205816,45085,310,0,,0,9/6/2016,,,2,N,1,,F1688_Recloser_,0,0,957021,695972,957021,695972,,,,,,,,,1001,,108,0,N,_,X,9/8/2016,_,,37252,9/6/2016,,,19,,North Haven,1303,0,37588,ABC,,,,,,,,,6.00078E+11,0,,,,,,,X,,,,,_,X,1,9/6/2016,,0,X,9/6/2016,9/6/2016,,,,,0,,,7,0,
210928,3/22/2017 9:31,3/22/2017 9:35,,1002,2026,78572,CUSTOMER,XFR_F2546_P6212_241959,SCOTT ST 65 BRIDGEPORT,761417,,,0,0,,X,3/22/2017 9:31,,X,3/22/2017,,,,,,,,,,,,,,X,3/22/2017 9:35,,,,,B,_,,,,3/22/2017 11:15,,77701,,,,This is a repeat call spoke with customer changed conn. at tfx should be ok.,16023,1,0,,3.8,3/22/2017,,,2,N,1,,OH_P6212_BRID_,0,0,878664,638826,878664,638826,,,,,,,,,1002,,109,0,Y,,X,3/22/2017,_,,78001,3/22/2017,,,92,,Bridgeport,0,0,78572,B,,,,,,,5000416021,,,,,,,,,,X,,,,,_,X,1,3/22/2017,,0,X,3/22/2017,3/22/2017,,,,,0,,,7,0,
204551,7/19/2016 6:01,7/19/2016 7:16,,1001,2032,20447,CUSTOMER,XFR_F1548_P130_758,SEA HILL RD 196 NORTH BRANFORD,723060,,,0,0,,X,7/19/2016 6:01,,X,7/19/2016,,,,,,,,,,,,,,X,7/19/2016 7:13,,,,,B,_,,,,,,19648,,,,Power confirmed restored via ping,30860,1,0,,72.55,7/19/2016,,,,N,1,,OH_P130_NOBR_DR,0,0,998834,685502,998834,685502,,,,,,,,,1001,,109,0,N,,X,7/19/2016,_,,19801,,,,92,,North Branford,0,0,20447,B,,,,,,,5000017799,,,,,,,,,,X,,,,,_,X,1,7/19/2016,,0,X,7/19/2016,7/19/2016,,,,,0,,,7,0,
220009,2/5/2018 9:46,2/6/2018 12:37,,1001,2032,11759,SERVICE TRANSFORMER,XFR_F1540_P492_852241,27 WILLIAMS RD NORTH BRANFORD,817845,,,0,0,,X,2/5/2018 9:41,,X,2/5/2018,,_,,,_,,,,,,,,,X,2/5/2018 11:10,,,,,C,X,2/5/2018,,,2/5/2018 11:30,,135495,,,X,sec work,48669,4,0,,609.867,2/5/2018,,,2,N,1,,OH_P492_NOBR_DR,0,0,980369,678240,980369,678240,,,,,,,,,1001,,108,0,N,,X,2/6/2018,_,,669300,,,,8,,North Branford,25,1,11759,C,,,,,,,,,6.00228E+11,0,,,,,,,X,,,,,_,X,1,2/5/2018,,0,X,2/5/2018,2/5/2018,,,,,0,,,7,0,
208514,12/1/2016 2:06,6/8/2017 10:59,,1001,2024,46355,DEVICE,FUSE_F1697_P8722_44704,115 BOOTH TER HAMDEN,740523,,,0,0,,X,12/1/2016 2:06,,X,12/1/2016,,_,,,_,,,,,,,,,X,12/1/2016 5:14,,,,,B,X,12/1/2016,,,12/1/2016 5:44,,44513,,,X,"BROKEN C/O AT P8722, NEED A CREW. C/O WAS REPLACED",2414,1,0,,63.75,12/1/2016,,,1,N,1,,F1697_15K_Cutout Fuse_222081,0,0,951035,712048,951035,712048,,,,,,,,,1001,,108,0,N,_,X,12/1/2016,_,,44704,12/1/2016,,,18,,Hamden,25,0,46355,B,,,,,,,,,6.00101E+11,0,,,,,,,X,,,,,_,X,1,12/1/2016,,0,X,12/1/2016,12/1/2016,,,,,0,,,7,0,
206517,10/3/2016 17:45,10/3/2016 17:52,,1004,2011,189330,CUSTOMER,XFR_F644_P946_31158,"COURT ST, 206,WEST HAVEN",732309,,,0,0,,X,10/3/2016 17:45,,X,10/3/2016,,,,,,,,,,,,,,X,10/3/2016 17:51,,,,,A,_,,,,10/3/2016 19:15,0,181960,,,,Inside prblm that mtr read keeps sending back,44728,1,0,,0,10/3/2016,,,1,N,,0,OH_P946_WEHA_DR,0,0,944471,658812,944471,658812,,,,,,,,,1004,,109,0,N,X,X,10/3/2016,_,,189291,10/3/2016,,,92,,West Haven,0,0,189330,A,,,,,,,5000325286,,,,,,,,,,X,,,,,_,X,,,,0,X,10/3/2016,10/3/2016,,,,,0,,,7,0,
221521,3/3/2018 19:58,3/13/2018 12:26,,1001,2032,20447,CUSTOMER,XFR_F1548_P1575_449,VALLEY RD 183 NORTH BRANFORD,830833,,,0,0,,X,3/3/2018 19:58,,X,3/3/2018,,_,,,_,,,,,,,,,X,3/4/2018 0:28,,,,,C,X,3/4/2018,,,3/4/2018 0:58,,19121,,,X,crimps pulled apart pole 1575,7352,1,0,,269.467,3/4/2018,,,2,N,1,,OH_P1575_NOBR_DR,0,0,996700,674564,996700,674564,,,,,,,,,1001,,110,0,N,,X,3/13/2018,_,,19274,3/3/2018,,,92,,North Branford,0,0,20447,C,,3/3/2018,,,,,5000016265,,6.00245E+11,0,,,,,,,X,,,,,_,X,1,3/4/2018,,0,X,3/3/2018,3/3/2018,,,,,0,,,7,0,
219788,1/24/2018 10:22,1/25/2018 7:46,,1003,2034,140709,SERVICE TRANSFORMER,XFR_F3548_P5060_19941,17 DOME DR SHELTON,816595,,,0,0,,X,1/24/2018 10:16,,X,1/24/2018,,_,,,_,,,,,,,,,X,1/24/2018 10:45,,,,,A,X,1/24/2018,,,1/24/2018 12:00,,140160,,,,Opened txf to make repairs to secys,33446,2,0,,30.767,1/24/2018,,,2,N,1,,OH_P5060_SHEL_DR,0,0,900666,659202,900666,659202,,,,,,,,,1003,,108,0,N,,X,1/25/2018,_,,140580,1/24/2018,,,8,,Shelton,37,0,140709,A,,,,,,0,,,6.00226E+11,0,,,,,,,X,,,,,_,X,1,1/24/2018,,0,X,1/24/2018,1/24/2018,,,,,0,,,7,0,
210499,3/8/2017 9:42,3/10/2017 8:17,,1002,2002,104669,SERVICE TRANSFORMER,XFR_F2673_L33_10270,105 HALF MILE LN SOUTHPORT,758652,,,0,0,,X,3/8/2017 9:37,,X,3/8/2017,,_,,,_,,,,,,,,,X,3/8/2017 9:46,,,,,C,X,3/8/2017,,,3/8/2017 13:00,,103715,,,X,took outage L33 for engineering,31978,3,0,,70.9,3/8/2017,,,2,N,1,,PM_L33_FAIR_DR,0,0,850362,617049,850362,617049,,,,,,,,,1002,,108,0,N,,X,3/10/2017,_,,104064,3/8/2017,,,8,,Fairfield,75,1,104669,C,,,,,,,,,6.00128E+11,0,,,,,,,X,,,,,_,X,1,3/8/2017,,0,X,3/8/2017,3/8/2017,,,,,0,,,7,0,
215876,10/7/2017 4:14,10/7/2017 4:16,,1004,2011,182713,CUSTOMER,XFR_F620_P3262_552396,"LAKE ST, 66,WEST HAVEN",0,,,0,0,,X,10/7/2017 4:11,,X,10/7/2017,,,,,,,,,,,,,,X,10/7/2017 4:15,,,,,C,_,,,,,0,185990,,,,canc,41658,1,0,,0,10/7/2017,,,,N,1,0,OH_P3262_WEHA_DR,0,0,938980,650125,938980,650125,,,,,,,,,1004,,109,0,Y,X,X,10/7/2017,_,,182650,,,,92,,West Haven,0,0,182713,C,,,,,,,5000249651,,,,,,,,,,X,,,,,_,X,,,,0,,,10/7/2017,,,,,0,,,7,0,
205734,8/31/2016 15:17,9/1/2016 7:30,,1004,2040,155369,SERVICE TRANSFORMER,XFR_F3654_P78_502145,6 HILLSIDE AVE MILFORD,729359,,,0,0,,X,8/31/2016 15:17,,X,8/31/2016,,_,,,_,,,,,,,,,X,8/31/2016 16:16,,,,,B,X,8/31/2016,,,8/31/2016 17:05,,153591,,,X,bird contact pole 78. changed clf and added animal guards service restored,40366,8,0,,442.4,8/31/2016,,,2,N,1,,OH_P78_MILF_DR,0,0,929189,639282,929189,639282,,,,,,,,,1004,,108,0,N,,X,9/1/2016,_,,154934,,,,8,,Milford,37,0,155369,B,,,,,,0,,,6.00076E+11,0,,,,,,,X,,,,,_,X,1,8/31/2016,,0,,,8/31/2016,,,,,0,,,7,0,
211569,4/24/2017 9:38,3/20/2018 8:53,,1002,2026,73734,SERVICE TRANSFORMER,XFR_F2535_P4380_43203,27 CENTER ST BRIDGEPORT,765702,,,0,0,,X,4/24/2017 9:33,,X,4/24/2017,,_,,,_,,,,,,,,,X,4/24/2017 12:09,,,,,C,X,4/24/2017,,,4/24/2017 11:15,,73435,,,,only 49/51 (5 meters) out from 24 customers . Cut taps and opened meter can per request from electrician.,8558,5,0,,3448,4/24/2017,,,2,N,1,,OH_P4380_BRID_,0,0,877694,628276,877694,628276,,,,,,,,,1002,,108,0,N,,X,4/25/2017,_,,73724,4/24/2017,,,8,,Bridgeport,50,0,73734,C,,4/24/2017,,,,,,,6.0014E+11,0,,,,,,,X,,,,,_,X,1,4/24/2017,,0,X,4/24/2017,4/24/2017,,,,,0,,,7,0,
201340,2/26/2016 14:17,2/26/2016 19:49,,1002,2026,74610,CUSTOMER,XFR_F2536_P4918_43225,SUBURBAN AVE 22   BRIDGEPORT,707736,,,0,0,,X,2/26/2016 14:17,,X,2/26/2016,,_,,,_,,,,,,,,,X,2/26/2016 18:56,,,,,A,_,,,,2/26/2016 16:00,,74241,,,,Full power at meter,8782,1,0,,278.85,2/26/2016,,,2,N,1,,OH_P4918_BRID_,0,0,871834,631297,871834,631297,,,,,,,,,1002,,109,0,N,,X,2/26/2016,_,,74531,2/26/2016,,,92,,Bridgeport,0,0,74610,A,,2/26/2016,,,,,5000184146,,6.0002E+11,,,,,,,,X,,,,,_,X,1,2/26/2016,,0,X,2/26/2016,2/26/2016,,,,,0,,,7,0,
206911,10/10/2016 14:49,10/10/2016 14:53,,1002,2029,88665,CUSTOMER,XFR_F2626_P8448_37038,ECKART ST 147 BRIDGEPORT,733557,,,0,0,,X,10/10/2016 14:46,,X,10/10/2016,,,,,,,,,,,,,,X,10/10/2016 14:53,,,,,C,_,,,,10/10/2016 16:30,,88242,,,,Full service restored.,19778,1,0,,3.333,10/10/2016,,,2,N,1,,OH_P8448_BRID_DR,0,0,867037,642067,867037,642067,,,,,,,,,1002,,109,0,N,,X,10/10/2016,_,,88560,10/10/2016,,,92,,Bridgeport,0,0,88665,C,,,,,,,5000231912,,,,,,,,,,X,,,,,_,X,1,10/10/2016,,0,X,10/10/2016,10/10/2016,,,,,0,,,7,0,
204014,7/8/2016 14:19,7/8/2016 15:21,,1004,2004,128812,CUSTOMER,XFR_F2741_P859_41951,WOODSTOCK AVE 436 STRATFORD,720289,,,0,0,,X,7/8/2016 14:19,,X,7/8/2016,,,,,,,,,,,,,,X,7/8/2016 15:21,,,,,A,_,,,,7/8/2016 16:00,,128021,,,,Service hot to house electrician made conn restored service tree took service down full power restored.,23777,1,0,,61.483,7/8/2016,,,2,N,1,,OH_P859_STRA_DR,0,0,896507,637546,896507,637546,,,,,,,,,1004,,109,0,N,,X,7/8/2016,_,,128403,7/8/2016,,,92,,Stratford,0,0,128812,A,,,,,,,5000047698,,,,,,,,,,X,,,,,_,X,1,7/8/2016,,0,X,7/8/2016,7/8/2016,,,,,0,,,7,0,
213568,7/27/2017 9:30,7/27/2017 10:58,,1003,2018,174494,CUSTOMER,XFR_F513_P884_33434,"GROVE ST, 133,2ND,ANSONIA",0,,,0,0,,X,7/27/2017 9:28,,X,7/27/2017,,_,,,_,,,,,,,,,X,7/27/2017 10:54,,,,,C,X,7/27/2017,,,7/27/2017 12:45,0,189441,,,X,"property owner has electrician replacing meter provision and service entrance cables. all three customers are without service until his repairs are complete. electrician is estimating 2 hours, customers all notified.",38493,1,0,,85.55,7/27/2017,,,1,N,1,0,OH_P884_ANSO_DR,0,0,906876,684024,906876,684024,,,,,,,,,1003,,110,0,N,,X,7/27/2017,_,,174454,7/27/2017,,,92,,Ansonia,0,0,174494,C,,,,,,,5000320189,,6.00167E+11,0,,,,,,,X,,,,,_,X,,,,0,X,7/27/2017,7/27/2017,,,,,0,,,7,0,
205105,8/8/2016 12:42,8/8/2016 12:56,,1001,2005,65761,CUSTOMER,XFR_F1902_P6005_41409,CHAPEL ST 1447 204 NEW HAVEN,726096,,,0,0,,X,8/8/2016 12:42,,X,8/8/2016,,,,,,,,,,,,,,X,8/8/2016 12:55,,,,,C,_,,,,8/8/2016 14:15,,65403,,,,"FULL POWER PER COMMAND CENTER, APT BLDNG, CFC NOTIFIED",426,1,0,,12.95,8/8/2016,,,2,N,1,,OH_P6005_NEHA_,0,0,946826,674181,946826,674181,,,,,,,,,1001,,109,0,N,,X,8/8/2016,_,,65655,8/8/2016,,,92,,New Haven,0,0,65761,C,,,,,,,5000165659,,,,,,,,,,X,,,,,_,X,1,8/8/2016,,0,X,8/8/2016,8/8/2016,,,,,0,,,7,0,
207188,10/17/2016 8:47,10/17/2016 9:16,,1001,2032,18520,CUSTOMER,XFR_F1545_P1733_4583,"MAPLEVALE CT, 8,EAST HAVEN",0,,,0,0,,X,10/17/2016 8:47,,X,10/17/2016,,,,,,,,,,,,,,X,10/17/2016 9:15,,,,,C,_,,,,10/17/2016 10:30,0,17150,,,,no call from cust - not enough info to dispatch,6954,1,0,,0,10/17/2016,,,1,N,1,0,OH_P1733_EAHA_DR,0,0,973809,676809,973809,676809,,,,,,,,,1001,,109,0,N,X,X,10/17/2016,_,,17300,10/17/2016,,,92,,East Haven,0,0,18520,C,,,,,,,5000043932,,,,,,,,,,X,,,,,_,X,,,,0,,,10/17/2016,,,,,0,,,7,0,
218556,11/16/2017 14:10,11/17/2017 6:34,,1004,2004,126333,SERVICE TRANSFORMER,XFR_F2737_P3563_34875,125 SUNFLOWER AVE STRATFORD,807573,,,0,0,,X,11/16/2017 13:51,,X,11/16/2017,,_,,,_,,,,,,,,,X,11/16/2017 14:50,,,,,C,X,11/16/2017,,,11/16/2017 15:45,,125624,,,,"Riggs Distler planned maint off P3564. Houses: 146, 147, 156 and 157",21938,4,0,,212.45,11/16/2017,,,2,N,1,,OH_P3563_STRA_DR,0,0,893009,640699,893009,640699,,,,,,,,,1004,,108,0,N,,X,11/17/2017,_,,126001,11/16/2017,,,8,,Stratford,25,0,126333,C,,,,,,0,,,6.0021E+11,0,,,,,,,X,,,,,_,X,1,11/16/2017,,0,X,11/16/2017,11/16/2017,,,,,0,,,7,0,
219180,12/22/2017 17:14,12/22/2017 17:32,,1001,2037,8229,SERVICE TRANSFORMER,XFR_F1526_P10840_41275,95 DWIGHT ST  HM NEW HAVEN,0,,,0,50,,X,12/22/2017 17:14,,X,12/22/2017,,,,,,,,,,,,,,X,12/22/2017 17:31,,,,,AB,_,,,,12/22/2017 18:45,0,7995,,,,ami reported,38771,1,0,,0,12/22/2017,,,2,N,1,0,OH_P10840_NEHA_,0,0,948475,673062,948475,673062,,,,,,,,,1001,,107,0,N,X,X,12/22/2017,_,,8110,12/22/2017,,,8,,New Haven,50,0,8229,AB,,,,,,,,,,,,,,,,,X,,,,,_,X,,,,0,X,12/22/2017,12/22/2017,,,,,0,,,7,0,
216801,10/27/2017 3:44,11/2/2017 6:48,,1002,2016,113614,SERVICE TRANSFORMER,XFR_F2684_P6959_37819,316 CANTERBURY LN FAIRFIELD,792497,,,0,0,,X,10/27/2017 4:13,,X,10/27/2017,,_,,,_,,,,,,,,,X,10/27/2017 6:01,,,,,B,X,10/27/2017,,,10/27/2017 6:52,,112181,,,X,"txf p6959 had a bad secondary hot leg connection, causing part power. replaced connection, full pwr restored. Started as part power until crew arrived and change connections.",24437,8,0,,1259.2,10/27/2017,,,1,N,1,,OH_P6959_FAIR_,0,0,860099,633807,860099,633807,,,,,,,,,1002,,108,0,N,,X,11/2/2017,_,,112540,10/27/2017,,,8,,Fairfield,37,0,113614,B,,,,,,,,,6.00191E+11,0,,,,,,,X,,,,,_,X,1,10/27/2017,,0,X,10/27/2017,10/27/2017,,,,,0,,,7,0,
206979,10/11/2016 21:15,10/12/2016 13:37,,1004,2023,143879,DEVICE,FUSE_F3633_P852_143627,6 W RIVER ST MILFORD,733657,,,0,0,,X,10/11/2016 21:11,,X,10/11/2016,,_,,,_,,,,,,,,,X,10/11/2016 22:01,,,,,B,X,10/11/2016,,,10/11/2016 22:30,,142964,,,X,Truck hit a pole   UI P649.  Case #5744-16. Primary came off pin @ pole 539 and caused Fuse to blow. Pole 649         (Darina Pl c/o High St ) needs some dirt put in and tamped around the pole.,38080,47,0,,80.683,10/11/2016,,,1,N,1,,F3633_40K_Cutout Fuse_5739,0,0,915357,642546,915357,642546,,,,,,,,,1004,,108,0,N,,X,10/12/2016,_,,143627,10/11/2016,,,18,,Milford,162,0,143879,B,,,,,,0,,,6.00089E+11,0,,,,,,,X,,,,,_,X,1,10/11/2016,,0,X,10/11/2016,10/11/2016,,,,,0,,,7,0,
219178,12/22/2017 12:14,12/22/2017 12:23,,1002,2002,105825,SERVICE TRANSFORMER,XFR_F2676_P4349_38838,52 BRYANT ST BRIDGEPORT,812629,,,0,0,,X,12/22/2017 12:12,,X,12/22/2017,,,,,,,,,,,,,,X,12/22/2017 12:23,,,,,B,_,,,,12/22/2017 13:45,,105327,,,,repeat call,33730,15,0,,0,12/22/2017,,,2,N,1,,OH_P4349_BRID_DR,0,0,870071,621515,870071,621515,,,,,,,,,1002,,107,0,N,,X,12/22/2017,_,,105680,12/22/2017,,,8,,Bridgeport,37,0,105825,B,,,,,,,,,,,,,,,,,X,,,,,_,X,1,12/22/2017,,0,X,12/22/2017,12/22/2017,,,,,0,,,7,0,
212017,5/19/2017 15:02,5/19/2017 15:28,,1004,2003,95250,CUSTOMER,XFR_F2642_P1739_24707,BIRDSEYE ST 2 STRATFORD,0,,,0,0,,X,5/19/2017 15:02,,X,5/19/2017,,,,,,,,,,,,,,X,5/19/2017 15:27,,,,,B,_,,,,5/19/2017 16:45,0,94415,,,,full power,18390,1,0,,0,5/19/2017,,,2,N,1,0,OH_P1739_STRA_,0,0,896422,626281,896422,626281,,,,,,,,,1004,,109,0,N,X,X,5/19/2017,_,,94748,5/19/2017,,,92,,Stratford,0,0,95250,B,,,,,,,5000842529,,,,,,,,,,X,,,,,_,,,,,0,,,5/19/2017,,,,,0,,,7,0,
219073,12/17/2017 9:30,12/17/2017 10:53,,1001,2012,50024,CUSTOMER,XFR_F1704_P4871_6963,ASHLAND PL 59 3RD NEW HAVEN,812170,,,0,0,,X,12/17/2017 9:30,,X,12/17/2017,,,,,,,,,,,,,,X,12/17/2017 10:06,,,,,A,_,,,,12/17/2017 11:00,,49380,,,,CC shows power on with full voltage,3941,1,0,,35.617,12/17/2017,,,2,N,1,,OH_P4871_NEHA_DR,0,0,961517,666307,961517,666307,,,,,,,,,1001,,109,0,N,,X,12/17/2017,_,,49575,12/17/2017,,,92,,New Haven,0,0,50024,A,,,,,,,5000133890,,,,,,,,,,X,,,,,_,X,1,12/17/2017,,0,X,12/17/2017,12/17/2017,,,,,0,,,7,0,
204676,7/22/2016 12:32,7/25/2016 7:36,,1002,2026,75998,CUSTOMER,XFR_F2540_P5666_567427,INDIAN AVE 20 SIGN BRIDGEPORT,723789,,,0,0,,X,7/22/2016 12:32,,X,7/22/2016,,_,,,_,,,,,,,,,X,7/22/2016 14:04,,,,,C,X,7/22/2016,,,7/22/2016 14:13,,75568,,,X,REMOVED    BAD    METER    &    INSTALLED    JUMPERS,10544,1,0,,91.267,7/22/2016,,,2,N,1,,OH_P5666_BRID_,0,0,878047,635450,878047,635450,,,,,,,,,1002,,110,0,N,,X,7/25/2016,_,,75862,7/22/2016,,,92,,Bridgeport,0,0,75998,C,,,,,,,5000026629,,6.00061E+11,0,,,,,,,X,,,,,_,X,1,7/22/2016,,0,X,7/22/2016,7/22/2016,,,,,0,,,7,0,
